語言,檔案路徑,問題類型,可疑內容
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\shipping-cost.html,後綴疑似未翻譯(純英文字母),cm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\shoe-size-converter.html,後綴疑似未翻譯(純英文字母),cm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sodium-calculator.html,後綴疑似未翻譯(純英文字母),mg
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sodium-calculator.html,後綴疑似未翻譯(純英文字母),mg
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sodium-calculator.html,後綴疑似未翻譯(純英文字母),mg
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sodium-calculator.html,後綴疑似未翻譯(純英文字母),mg
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sodium-calculator.html,後綴疑似未翻譯(純英文字母),mg
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\solar-panel-count.html,後綴疑似未翻譯(純英文字母),kWh
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\solar-panel-count.html,後綴疑似未翻譯(純英文字母),W
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sourdough-calculator.html,後綴疑似未翻譯(純英文字母),g
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sourdough-calculator.html,後綴疑似未翻譯(純英文字母),g
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sourdough-calculator.html,後綴疑似未翻譯(純英文字母),g
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\sourdough-calculator.html,後綴疑似未翻譯(純英文字母),g
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\speed-distance-time.html,後綴疑似未翻譯(純英文字母),km
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\staircase-calculator.html,後綴疑似未翻譯(純英文字母),mm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\staircase-calculator.html,後綴疑似未翻譯(純英文字母),mm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\staircase-calculator.html,後綴疑似未翻譯(純英文字母),mm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\stamp-duty.html,input-prefix貨幣符號可能不符語言,£
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\student-loan-refi.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\student-loan-refi.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\support-resistance.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\support-resistance.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\support-resistance.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\surgery-cost-estimator.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\surgery-cost-estimator.html,後綴疑似未翻譯(純英文字母),x
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\take-home-pay.html,input-prefix貨幣符號可能不符語言,£
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\take-home-pay.html,input-prefix貨幣符號可能不符語言,£
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\tdee-calculator.html,後綴疑似未翻譯(純英文字母),cm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\tdee-calculator.html,後綴疑似未翻譯(純英文字母),kg
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\temperature-converter.html,後綴疑似未翻譯(純英文字母),K
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\tip-calculator.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\tire-size.html,後綴疑似未翻譯(純英文字母),mm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\tire-size.html,後綴疑似未翻譯(純英文字母),in
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\trading-fee.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\travel-insurance-calc.html,後綴疑似未翻譯(純英文字母),GBP
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\trip-fuel.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\trip-fuel.html,後綴疑似未翻譯(純英文字母),MPG
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\tuition-cost.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\tuition-cost.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\tuition-cost.html,input-prefix貨幣符號可能不符語言,$
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\waist-hip-ratio.html,後綴疑似未翻譯(純英文字母),cm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\waist-hip-ratio.html,後綴疑似未翻譯(純英文字母),cm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\water-intake.html,後綴疑似未翻譯(純英文字母),kg
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\water-intake.html,後綴疑似未翻譯(純英文字母),L
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\window-size.html,後綴疑似未翻譯(純英文字母),mm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\window-size.html,後綴疑似未翻譯(純英文字母),mm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\window-size.html,後綴疑似未翻譯(純英文字母),mm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\window-size.html,後綴疑似未翻譯(純英文字母),mm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\wire-gauge.html,後綴疑似未翻譯(純英文字母),AWG
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\wire-gauge.html,後綴疑似未翻譯(純英文字母),SWG
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\yarn-weight.html,後綴疑似未翻譯(純英文字母),Nm
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\yarn-weight.html,後綴疑似未翻譯(純英文字母),Tex
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\yarn-weight.html,後綴疑似未翻譯(純英文字母),D
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\yarn-weight.html,後綴疑似未翻譯(純英文字母),Ne
ja,D:\xian-shang-you-wei\backend\frontend\tools\ja\youtube-revenue.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\amazon-profit.html,輸入標籤疑似未翻譯(常見英文字),Referral Fee Rate
de,D:\xian-shang-you-wei\backend\frontend\tools\de\bond-yield.html,輸入標籤疑似未翻譯(常見英文字),Nennwert (Par Value)
de,D:\xian-shang-you-wei\backend\frontend\tools\de\bonus-tax.html,input-prefix貨幣符號可能不符語言,£
de,D:\xian-shang-you-wei\backend\frontend\tools\de\cap-rate.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\cap-rate.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\coffee-ratio.html,input-prefix貨幣符號可能不符語言,1:
de,D:\xian-shang-you-wei\backend\frontend\tools\de\customs-duty.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\forex-profit.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\fsa-savings-calc.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\hsa-contribution-calc.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\hsa-contribution-calc.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\influencer-rate.html,輸入標籤疑似未翻譯(常見英文字),Engagement-Rate (%)
de,D:\xian-shang-you-wei\backend\frontend\tools\de\macd-calculator.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\macd-calculator.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\payroll-tax.html,input-prefix貨幣符號可能不符語言,£
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\severance-calculator.html,input-prefix貨幣符號可能不符語言,NT$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\severance-calculator.html,input-prefix貨幣符號可能不符語言,NT$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\stamp-duty.html,input-prefix貨幣符號可能不符語言,£
de,D:\xian-shang-you-wei\backend\frontend\tools\de\stop-loss.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\stop-loss.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\support-resistance.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\support-resistance.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\support-resistance.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\take-home-pay.html,input-prefix貨幣符號可能不符語言,£
de,D:\xian-shang-you-wei\backend\frontend\tools\de\take-home-pay.html,input-prefix貨幣符號可能不符語言,£
de,D:\xian-shang-you-wei\backend\frontend\tools\de\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
de,D:\xian-shang-you-wei\backend\frontend\tools\de\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\atr-calculator.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\atr-calculator.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\atr-calculator.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\average-down.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\average-down.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\average-down.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\balloon-payment.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\balloon-payment.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\bollinger-bands.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\bonus-tax.html,input-prefix貨幣符號可能不符語言,£
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\business-loan-calc.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\candlestick-identifier.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\candlestick-identifier.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\candlestick-identifier.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\candlestick-identifier.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\candlestick-identifier.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\cap-rate.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\cap-rate.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\cash-on-cash.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\cash-on-cash.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\child-support.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\child-support.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\child-support.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\child-support.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\coffee-ratio.html,input-prefix貨幣符號可能不符語言,1:
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\customs-duty.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\disability-insurance.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\dividend-yield.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\dividend-yield.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\down-payment.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\forex-profit.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\franchise-roi.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\franchise-roi.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\franchise-roi.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\franchise-roi.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\franchise-roi.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\fsa-savings-calc.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\heloc-vs-personal-loan.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\heloc-vs-personal-loan.html,後綴疑似未翻譯(常見英文字),years
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\home-insurance-calc.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\home-mortgage.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\home-mortgage.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\home-mortgage.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\home-mortgage.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\home-mortgage.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\hsa-contribution-calc.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\hsa-contribution-calc.html,input-prefix貨幣符號可能不符語言,$
fr,D:\xian-shang-you-wei\backend\frontend\tools\fr\income-tax.html,input-prefix貨幣符號可能不符語言,$
